"count","holiday","humidity","registered","summer","temp","windspeed","workingday"
55,0,33,46,0,18.04,15.0013,1
8,0,66,5,1,14.76,30.0026,0
93,0,30,80,0,17.22,23.9994,1
60,0,48,41,0,10.66,30.0026,1
280,0,63,225,1,32.8,8.9981,1
51,0,40,41,0,8.2,22.0028,1
33,0,88,27,1,20.5,31.0009,0
196,0,34,169,1,21.32,23.9994,1
4,0,93,4,1,14.76,6.0032,0
5,0,69,5,0,9.02,15.0013,1
188,0,83,154,1,25.42,16.9979,1
56,0,29,49,0,7.38,12.998,1
2,0,64,2,0,9.02,0,1
27,0,73,19,1,24.6,16.9979,0
241,0,56,217,0,12.3,8.9981,1
16,0,74,12,1,27.88,8.9981,0
167,0,35,161,0,9.84,22.0028,1
7,0,81,6,0,12.3,15.0013,1
304,0,39,155,0,19.68,22.0028,0
103,0,77,87,1,22.14,12.998,1
211,0,34,178,1,28.7,15.0013,1
312,0,79,288,0,29.52,0,1
21,0,87,20,0,13.12,11.0014,1
10,0,61,5,0,28.7,19.0012,1
112,0,48,110,0,9.84,7.0015,1
31,0,50,31,0,5.74,19.9995,1
391,0,26,338,1,27.88,19.0012,1
90,0,55,81,1,21.32,19.0012,1
51,0,40,48,0,7.38,7.0015,1
160,0,41,121,0,35.26,16.9979,1
57,0,75,49,0,12.3,16.9979,1
157,0,43,111,1,22.96,6.0032,1
16,0,81,16,1,13.94,7.0015,1
172,0,36,117,0,27.06,22.0028,1
315,0,56,219,1,33.62,16.9979,0
11,0,0,5,0,16.4,16.9979,1
45,0,56,38,0,11.48,7.0015,0
550,0,29,480,1,26.24,8.9981,1
68,0,23,62,0,9.84,0,1
147,0,68,119,1,22.14,15.0013,1
35,0,42,34,0,4.92,19.9995,1
107,0,61,102,0,13.12,16.9979,1
145,0,29,103,0,13.94,27.9993,0
191,0,61,148,1,25.42,15.0013,1
24,0,88,21,1,22.96,6.0032,1
150,0,61,117,1,27.88,19.9995,1
353,0,74,329,1,27.06,7.0015,1
4,0,73,4,1,22.96,6.0032,1
239,0,56,182,0,35.26,26.0027,1
28,0,60,17,1,22.14,0,0
17,0,0,17,0,16.4,11.0014,1
33,0,87,28,1,14.76,19.0012,0
72,0,100,62,0,9.02,11.0014,0
52,0,93,52,0,6.56,0,1
137,0,81,81,1,13.94,8.9981,0
276,0,64,220,1,24.6,12.998,1
556,0,31,500,1,31.16,8.9981,1
27,1,80,24,0,6.56,12.998,0
13,0,69,7,1,27.88,11.0014,1
185,0,70,130,0,31.16,19.0012,1
2,0,50,2,0,6.56,19.9995,1
122,0,47,86,0,17.22,16.9979,0
420,0,66,258,1,30.34,6.0032,0
156,0,61,143,0,12.3,19.0012,1
121,0,74,102,0,27.88,12.998,1
130,0,78,94,1,26.24,15.0013,0
89,0,47,82,0,9.02,11.0014,1
65,0,38,63,0,9.84,32.9975,1
331,1,63,267,1,20.5,26.0027,0
17,0,77,8,1,18.04,11.0014,1
17,0,60,13,1,23.78,0,1
171,0,35,145,1,25.42,0,1
1,0,65,1,0,9.84,16.9979,0
26,0,94,24,1,19.68,0,1
82,0,62,46,0,15.58,0,0
92,0,79,53,0,27.88,15.0013,0
3,0,47,3,0,6.56,19.0012,1
51,0,41,42,0,10.66,0,0
4,0,52,4,0,10.66,8.9981,1
127,0,69,91,1,26.24,23.9994,1
7,0,59,3,1,18.86,8.9981,0
104,0,88,73,1,22.14,16.9979,1
300,1,62,279,1,18.04,19.9995,0
363,0,36,217,0,34.44,15.0013,0
188,0,78,125,1,22.96,11.0014,1
154,0,29,92,0,15.58,23.9994,0
190,0,57,141,1,26.24,15.0013,0
39,0,77,27,0,17.22,19.0012,0
32,0,81,31,0,10.66,19.0012,1
38,0,94,21,1,21.32,7.0015,1
70,0,70,64,0,12.3,15.0013,1
337,0,58,190,1,30.34,11.0014,0
242,0,34,230,0,13.94,6.0032,1
98,0,59,90,0,8.2,23.9994,0
214,0,59,204,0,8.2,26.0027,1
16,0,77,7,1,18.04,8.9981,1
17,0,54,17,0,4.1,0,1
4,0,88,1,1,21.32,15.0013,1
197,0,57,190,0,14.76,22.0028,1
48,0,64,48,0,9.02,0,1
119,0,78,100,1,27.06,15.0013,0
180,0,33,152,1,26.24,6.0032,1
51,0,46,35,0,23.78,23.9994,0
8,0,39,7,0,22.14,22.0028,0
275,0,70,218,0,31.16,16.9979,1
42,0,76,35,1,14.76,19.0012,1
2,0,88,2,1,20.5,32.9975,1
75,0,81,62,0,14.76,8.9981,1
4,0,100,4,0,8.2,0,0
288,0,72,153,1,21.32,11.0014,0
601,0,39,529,1,28.7,22.0028,1
173,0,70,162,1,13.12,23.9994,1
212,0,77,191,1,20.5,19.0012,1
115,0,34,80,1,20.5,27.9993,1
337,0,30,290,1,22.96,0,1
6,0,53,6,0,13.94,15.0013,1
175,0,62,160,1,18.04,16.9979,1
1,0,76,1,1,13.94,11.0014,1
59,0,94,44,1,22.14,15.0013,0
170,0,58,126,1,28.7,12.998,1
4,0,94,2,1,22.14,16.9979,1
394,0,73,366,1,22.96,19.9995,1
163,0,66,113,0,31.16,19.0012,1
12,0,43,12,1,22.96,15.0013,1
14,0,76,12,1,13.94,6.0032,1
272,0,78,230,1,26.24,7.0015,1
59,0,63,42,1,19.68,0,0
1,0,67,1,0,18.86,16.9979,1
236,0,74,194,0,29.52,27.9993,1
106,0,72,71,0,18.86,19.0012,0
184,0,73,123,1,25.42,31.0009,1
113,0,38,78,0,10.66,16.9979,0
164,0,78,111,1,24.6,12.998,0
265,0,39,218,0,35.26,15.0013,1
16,0,50,14,1,14.76,23.9994,0
141,0,87,136,0,10.66,16.9979,1
121,0,54,111,0,17.22,19.9995,1
10,0,80,7,0,4.92,0,0
47,0,66,41,0,30.34,7.0015,1
68,0,52,55,0,9.84,19.0012,1
17,0,88,16,1,18.86,15.0013,1
184,0,54,95,1,15.58,23.9994,0
30,0,50,30,0,5.74,26.0027,1
57,0,39,51,0,13.12,15.0013,0
8,0,100,8,0,13.94,7.0015,1
3,0,63,2,0,5.74,7.0015,0
52,0,93,46,1,13.94,23.9994,1
38,0,88,36,1,19.68,22.0028,1
409,0,37,355,1,36.9,16.9979,1
30,0,36,26,0,5.74,16.9979,0
19,0,46,19,0,4.92,35.0008,0
586,0,37,510,1,28.7,23.9994,1
219,0,59,216,0,6.56,0,1
9,0,74,8,0,6.56,7.0015,0
525,0,22,451,1,30.34,26.0027,1
170,0,51,152,1,18.86,8.9981,1
65,0,57,58,0,13.94,12.998,0
1,0,74,0,0,7.38,12.998,1
344,0,40,262,1,24.6,16.9979,1
5,0,100,5,0,17.22,30.0026,0
35,0,87,33,1,13.94,0,1
40,0,41,39,0,10.66,15.0013,0
16,0,56,13,0,10.66,6.0032,0
6,0,94,5,1,17.22,0,1
414,0,53,219,0,34.44,19.9995,0
378,0,48,257,1,31.16,0,0
50,0,40,43,0,8.2,16.9979,1
514,0,56,455,0,35.26,27.9993,1
78,0,100,64,0,9.84,19.0012,0
164,0,88,111,1,22.14,11.0014,1
3,0,70,3,0,10.66,23.9994,1
314,0,88,286,1,21.32,19.0012,1
203,0,62,166,1,18.04,11.0014,1
55,0,65,36,0,28.7,11.0014,1
34,0,60,30,0,10.66,8.9981,0
18,0,59,18,0,5.74,11.0014,1
90,0,43,66,0,15.58,19.0012,1
285,0,39,206,1,28.7,6.0032,0
153,0,37,128,1,31.16,11.0014,1
26,0,74,21,0,27.06,8.9981,1
89,0,46,75,1,25.42,12.998,1
190,0,67,130,0,18.86,19.0012,0
102,0,34,92,0,13.94,6.0032,1
96,0,83,55,1,22.96,19.9995,1
217,0,38,170,1,24.6,0,1
2,0,81,2,1,13.94,8.9981,1
78,0,54,69,0,18.04,22.0028,1
86,0,58,64,0,16.4,7.0015,0
53,0,94,49,1,18.04,15.0013,0
21,0,93,13,1,12.3,11.0014,0
46,0,87,44,1,14.76,32.9975,1
64,0,38,60,0,11.48,22.0028,0
142,0,31,85,1,24.6,6.0032,1
208,0,78,159,1,26.24,6.0032,1
6,0,61,5,1,25.42,8.9981,0
296,0,58,218,1,30.34,6.0032,0
29,0,94,27,1,17.22,8.9981,1
159,0,41,106,1,27.06,19.9995,1
156,0,59,128,1,21.32,8.9981,1
4,0,66,4,1,13.94,16.9979,1
71,0,29,68,0,13.94,31.0009,1
125,0,46,99,1,24.6,15.0013,1
13,0,100,12,1,22.14,0,1
118,0,56,111,0,12.3,22.0028,1
13,0,82,9,1,16.4,6.0032,0
87,0,70,78,0,12.3,12.998,1
155,0,40,154,0,8.2,15.0013,1
172,0,77,131,1,20.5,19.0012,1
86,0,32,72,0,15.58,22.0028,1
268,0,55,167,0,31.16,12.998,0
128,0,83,97,1,26.24,8.9981,0
112,0,54,86,0,17.22,6.0032,0
243,0,56,236,0,9.84,32.9975,1
53,0,65,44,0,10.66,11.0014,0
201,0,83,176,1,25.42,22.0028,1
259,0,70,244,0,11.48,16.9979,1
410,0,60,345,1,23.78,8.9981,1
70,0,94,46,1,22.14,8.9981,0
122,0,42,121,0,4.92,23.9994,1
7,0,93,6,0,9.84,40.9973,0
1,0,93,1,0,9.02,19.0012,1
166,0,41,119,0,35.26,16.9979,1
14,0,49,12,0,4.1,7.0015,1
112,0,76,102,0,13.94,22.0028,1
29,0,66,28,1,16.4,15.0013,1
552,0,40,467,1,31.16,12.998,1
213,0,70,164,0,31.16,19.0012,1
9,0,44,9,0,9.84,19.9995,0
10,0,66,8,0,15.58,11.0014,1
97,0,57,82,1,30.34,11.0014,1
218,0,45,149,0,28.7,12.998,1
466,0,39,414,1,36.08,19.0012,1
213,0,88,189,1,22.96,8.9981,1
78,0,77,54,1,19.68,35.0008,1
115,0,75,84,1,31.16,16.9979,1
13,0,76,10,1,13.94,11.0014,1
95,0,32,78,0,16.4,19.9995,0
87,0,93,66,1,14.76,8.9981,0
119,0,18,81,0,18.04,32.9975,0
223,0,32,213,0,8.2,23.9994,1
2,0,94,2,1,16.4,22.0028,1
178,0,56,142,1,22.14,11.0014,1
9,0,63,9,1,21.32,15.0013,1
264,0,52,177,0,31.16,11.0014,0
317,0,38,202,1,26.24,7.0015,0
370,0,60,348,1,22.14,8.9981,1
99,0,49,95,0,2.46,7.0015,1
5,0,58,4,1,18.04,8.9981,1
44,0,70,40,0,12.3,12.998,1
2,0,50,2,0,5.74,19.0012,1
419,0,79,340,0,28.7,7.0015,1
367,0,46,214,1,33.62,8.9981,0
4,0,78,4,1,27.06,11.0014,1
7,0,74,7,0,6.56,8.9981,1
213,0,44,114,0,18.86,22.0028,0
134,0,41,106,1,34.44,12.998,1
57,0,51,55,0,8.2,7.0015,1
258,0,43,209,0,33.62,7.0015,1
244,0,41,144,0,18.86,30.0026,0
182,0,42,175,0,13.94,36.9974,1
31,0,94,27,1,17.22,30.0026,0
34,0,42,33,0,4.92,7.0015,1
349,0,26,286,1,29.52,22.0028,1
200,1,55,155,1,21.32,19.0012,0
1,0,31,1,0,6.56,32.9975,1
123,0,27,76,1,30.34,32.9975,1
152,0,71,138,0,13.94,19.0012,1
75,0,72,60,1,20.5,15.0013,1
80,0,66,51,1,15.58,15.0013,1
29,0,12,23,0,19.68,32.9975,0
43,0,64,41,0,8.2,6.0032,1
64,0,47,52,0,9.02,8.9981,1
99,0,76,81,0,16.4,8.9981,1
127,0,80,124,0,6.56,8.9981,1
480,0,69,426,1,24.6,19.9995,1
111,0,42,110,0,4.92,27.9993,1
8,0,89,7,0,27.06,12.998,1
127,0,37,100,1,22.96,6.0032,1
134,0,64,129,0,9.02,31.0009,1
153,0,55,114,1,18.86,0,1
118,0,35,95,0,10.66,19.9995,0
224,0,43,169,1,25.42,8.9981,0
72,0,72,60,0,18.04,22.0028,0
24,0,70,19,1,10.66,8.9981,0
84,0,93,78,0,11.48,30.0026,0
274,0,88,227,1,23.78,15.0013,1
258,0,34,225,1,20.5,11.0014,1
124,0,42,91,0,36.9,19.9995,1
68,0,50,48,0,27.06,0,1
68,0,58,50,1,29.52,12.998,0
76,0,53,50,0,24.6,16.9979,0
95,0,40,65,0,14.76,19.0012,1
11,0,46,11,0,4.1,31.0009,0
470,0,52,385,1,22.14,23.9994,1
227,0,62,162,0,30.34,16.9979,0
26,0,54,26,0,4.92,19.0012,1
79,0,37,72,0,8.2,16.9979,1
569,0,36,489,0,35.26,16.9979,1
18,0,72,17,1,18.86,12.998,1
75,0,66,63,1,13.12,19.0012,1
97,0,31,93,0,5.74,6.0032,1
304,0,31,129,0,20.5,26.0027,0
7,0,54,7,1,17.22,0,1
94,0,50,74,1,35.26,19.0012,1
5,0,47,5,0,8.2,12.998,1
130,0,79,109,0,28.7,27.9993,1
92,0,74,64,1,28.7,0,0
75,0,58,68,0,16.4,16.9979,1
17,0,100,14,1,21.32,8.9981,0
34,0,75,31,0,8.2,26.0027,1
109,0,55,68,1,21.32,7.0015,1
31,0,49,18,1,24.6,12.998,1
67,0,40,56,0,8.2,11.0014,0
390,0,51,264,1,30.34,0,0
89,0,61,72,1,13.12,23.9994,1
231,0,83,153,1,22.96,7.0015,0
145,0,54,85,1,29.52,23.9994,1
46,0,87,42,1,16.4,12.998,1
232,0,70,146,1,28.7,12.998,0
351,0,49,245,1,23.78,19.0012,0
4,0,75,2,0,9.02,16.9979,0
416,0,37,362,1,28.7,19.0012,1
378,0,36,246,0,33.62,7.0015,0
20,0,65,15,1,26.24,6.0032,1
195,0,49,123,0,22.96,23.9994,1
7,0,63,2,1,18.86,15.0013,1
155,0,93,154,0,9.02,15.0013,1
93,0,53,84,1,13.12,8.9981,1
472,0,53,415,0,35.26,26.0027,1
428,0,44,380,0,36.08,19.0012,1
22,0,79,19,0,28.7,8.9981,1
16,0,83,16,1,22.96,15.0013,1
114,0,72,73,1,18.86,8.9981,1
9,0,100,9,1,21.32,15.0013,1
19,0,78,12,1,27.06,0,0
134,0,46,114,1,25.42,15.0013,1
27,0,65,18,0,16.4,12.998,1
3,0,41,2,0,11.48,46.0022,1
306,0,55,178,0,31.16,11.0014,0
273,0,38,246,1,17.22,27.9993,1
141,0,63,102,0,32.8,23.9994,1
169,0,77,154,0,17.22,12.998,1
136,0,47,104,0,35.26,15.0013,1
63,0,59,60,0,8.2,6.0032,1
98,0,76,84,0,13.12,16.9979,1
55,0,79,44,0,28.7,8.9981,1
347,0,43,215,1,22.96,0,0
176,0,75,139,1,31.16,11.0014,1
284,0,51,211,1,29.52,30.0026,1
7,0,93,7,0,9.02,6.0032,1
266,0,47,227,1,35.26,19.9995,1
158,0,53,107,0,13.94,19.0012,0
1,0,59,1,0,5.74,15.0013,1
354,0,40,216,1,23.78,15.0013,0
115,0,52,96,1,21.32,12.998,0
120,0,16,81,0,18.04,43.0006,0
43,0,45,43,0,2.46,0,1
538,0,51,473,1,25.42,22.0028,1
3,0,41,3,1,27.06,12.998,1
107,0,51,94,1,20.5,26.0027,1
121,0,46,97,0,13.94,0,0
103,0,93,69,0,13.94,12.998,0
16,0,81,13,0,9.84,0,0
281,0,72,133,1,20.5,12.998,0
5,0,69,3,0,8.2,8.9981,0
293,0,29,236,1,26.24,11.0014,1
161,0,46,114,0,13.94,6.0032,0
7,0,54,6,0,4.1,6.0032,1
5,0,88,3,1,20.5,11.0014,1
48,0,47,30,1,26.24,15.0013,1
98,0,83,78,0,27.88,15.0013,1
98,0,46,96,0,13.94,19.9995,1
49,0,94,49,1,21.32,16.9979,1
116,0,68,95,1,21.32,6.0032,1
233,0,88,215,1,20.5,12.998,1
310,0,59,260,0,18.86,11.0014,1
38,0,47,34,0,8.2,7.0015,1
146,0,72,134,1,20.5,16.9979,1
52,0,88,37,1,20.5,8.9981,0
52,0,53,43,0,26.24,0,0
202,0,22,185,0,10.66,0,1
54,0,33,46,0,5.74,31.0009,1
6,0,87,4,1,16.4,11.0014,1
57,0,62,49,1,14.76,15.0013,1
217,0,62,195,0,14.76,12.998,1
318,0,72,293,1,19.68,12.998,1
39,0,94,31,1,16.4,16.9979,1
1,0,56,1,0,10.66,11.0014,0
77,0,50,75,0,4.92,15.0013,1
44,0,100,33,1,21.32,12.998,0
62,0,68,50,1,22.96,22.0028,1
438,0,73,410,1,26.24,6.0032,1
220,0,39,216,0,5.74,19.9995,1
141,0,64,123,1,22.96,6.0032,1
99,0,82,93,1,18.86,8.9981,1
250,0,41,106,0,18.86,19.9995,0
32,0,93,32,0,6.56,12.998,1
81,0,88,69,1,18.86,16.9979,1
25,0,87,24,1,13.94,15.0013,1
11,0,55,11,0,7.38,0,1
39,0,100,27,0,18.04,15.0013,0
198,0,88,142,1,21.32,11.0014,1
1,0,100,1,1,16.4,19.9995,1
217,0,61,169,1,27.88,32.9975,1
176,0,33,134,1,25.42,0,1
193,0,46,174,1,25.42,12.998,1
134,0,88,124,1,19.68,22.0028,1
5,0,65,2,0,27.88,6.0032,0
194,0,46,150,0,32.8,8.9981,1
31,0,50,22,1,16.4,6.0032,0
41,0,93,41,0,9.02,7.0015,1
551,0,46,479,1,31.98,19.0012,1
396,0,55,255,1,30.34,6.0032,0
7,0,62,1,1,17.22,7.0015,1
2,0,66,1,0,13.94,11.0014,1
17,0,74,10,0,27.06,0,0
106,0,40,101,0,8.2,16.9979,1
41,0,51,39,0,7.38,6.0032,1
151,0,41,140,0,10.66,11.0014,1
270,0,83,225,0,27.06,6.0032,1
224,0,77,203,1,18.04,15.0013,1
40,0,93,35,1,13.94,23.9994,1
404,0,30,226,0,33.62,7.0015,0
185,0,24,142,1,31.98,22.0028,1
238,1,66,96,0,29.52,6.0032,0
103,0,64,84,1,22.14,6.0032,1
149,1,71,139,1,16.4,11.0014,0
62,0,93,54,1,13.12,16.9979,1
3,0,50,3,0,5.74,22.0028,1
45,0,100,34,0,12.3,19.9995,0
332,0,63,209,1,20.5,11.0014,0
101,0,50,73,0,14.76,23.9994,0
15,0,57,5,1,25.42,27.9993,1
125,0,28,95,0,17.22,22.0028,0
222,0,82,202,1,16.4,0,1
1,0,50,1,0,4.92,15.0013,1
2,0,56,1,0,10.66,11.0014,0
6,0,79,6,0,28.7,0,1
31,0,70,30,0,9.84,8.9981,1
5,0,56,4,1,24.6,6.0032,1
71,0,78,50,0,27.06,12.998,0
16,0,86,16,0,5.74,12.998,1
5,0,83,3,1,23.78,8.9981,1
150,0,57,121,1,26.24,0,0
13,0,76,13,0,13.12,7.0015,1
49,0,66,38,0,15.58,6.0032,0
14,0,0,11,0,18.04,15.0013,1
188,0,60,159,1,23.78,15.0013,1
224,0,58,196,1,28.7,12.998,1
104,0,55,82,1,19.68,7.0015,1
12,0,0,11,0,17.22,15.0013,1
228,0,74,222,0,7.38,8.9981,1
71,0,47,64,0,9.02,8.9981,1
192,0,52,162,1,22.96,19.9995,1
237,0,78,177,1,22.96,16.9979,0
253,0,54,216,0,18.04,19.9995,1
168,0,49,148,1,34.44,0,1
12,0,64,11,0,9.02,12.998,0
335,0,69,214,1,26.24,7.0015,0
57,0,37,53,0,9.02,22.0028,1
69,0,40,67,0,8.2,23.9994,1
388,0,69,364,1,24.6,8.9981,1
209,1,77,168,1,17.22,26.0027,0
35,0,48,34,0,10.66,11.0014,1
125,0,82,124,0,9.02,12.998,1
20,0,44,20,0,9.02,6.0032,1
93,0,52,69,1,22.96,0,0
64,0,51,61,0,9.02,11.0014,1
170,0,47,168,0,7.38,19.9995,1
92,0,64,83,1,22.96,31.0009,1
420,0,46,244,1,33.62,0,0
160,0,43,148,1,14.76,19.9995,1
22,0,74,12,0,28.7,11.0014,1
31,0,44,20,0,10.66,22.0028,0
106,0,88,73,1,22.14,19.0012,1
160,0,28,157,0,6.56,8.9981,1
93,0,66,73,0,14.76,19.9995,0
71,1,51,67,0,8.2,12.998,0
70,0,71,54,0,14.76,16.9979,0
13,0,50,9,0,16.4,22.0028,0
332,0,37,237,0,28.7,22.0028,1
9,0,87,8,1,14.76,22.0028,1
134,0,41,112,1,18.04,16.9979,1
7,0,52,2,0,9.84,6.0032,1
95,0,72,78,0,18.04,15.0013,1
211,0,44,120,1,17.22,30.0026,0
11,0,100,8,0,14.76,19.0012,0
294,0,69,258,1,27.06,12.998,1
33,0,64,31,0,6.56,8.9981,0
172,0,51,163,0,9.02,11.0014,1
52,0,27,47,0,9.84,19.0012,1
3,0,89,1,1,26.24,6.0032,1
9,0,65,9,0,10.66,6.0032,1
313,0,29,143,0,20.5,27.9993,0
163,1,52,106,1,22.14,16.9979,0
138,1,70,94,0,29.52,7.0015,0
1,0,80,0,0,8.2,35.0008,1
20,0,87,17,1,12.3,8.9981,0
129,0,51,107,1,19.68,27.9993,1
607,0,32,527,1,29.52,8.9981,1
355,0,45,286,1,31.16,11.0014,1
368,0,59,297,0,32.8,8.9981,1
151,0,88,107,1,22.14,0,0
46,0,33,34,0,10.66,22.0028,1
254,0,43,214,1,32.8,12.998,1
35,0,80,32,0,9.02,12.998,1
285,0,58,224,0,31.16,23.9994,1
159,0,61,127,1,28.7,19.9995,1
182,0,44,101,0,17.22,32.9975,0
134,0,53,94,0,35.26,19.0012,1
2,0,69,2,0,9.02,12.998,1
62,0,60,57,0,10.66,0,0
165,0,26,159,0,7.38,12.998,1
41,0,61,38,0,11.48,12.998,1
154,0,58,117,1,28.7,30.0026,1
227,0,37,174,1,28.7,0,1
81,0,76,63,1,16.4,12.998,1
176,0,55,149,0,31.98,32.9975,1
422,0,24,324,0,32.8,16.9979,1
44,0,50,36,0,16.4,27.9993,0
13,0,50,7,1,25.42,6.0032,1
367,0,65,213,1,27.06,7.0015,0
135,0,47,108,1,26.24,11.0014,1
97,0,94,89,1,22.96,0,1
336,0,61,277,1,27.88,8.9981,1
25,0,64,18,1,24.6,12.998,1
12,0,55,12,0,8.2,12.998,1
3,0,100,3,1,12.3,16.9979,0
286,0,46,244,1,22.96,16.9979,1
33,0,47,33,0,8.2,15.0013,1
153,0,49,134,0,13.12,22.0028,1
55,0,61,41,1,13.12,19.9995,0
41,0,38,39,0,11.48,11.0014,0
14,0,79,8,0,28.7,6.0032,1
81,0,57,67,0,13.12,19.9995,1
196,0,62,85,1,15.58,22.0028,0
75,0,93,65,1,14.76,8.9981,0
155,0,33,141,1,26.24,16.9979,1
77,0,8,61,0,21.32,19.0012,1
56,0,88,49,1,22.14,16.9979,1
152,0,83,130,1,21.32,8.9981,1
93,0,44,70,0,9.84,16.9979,0
457,1,62,262,0,30.34,7.0015,0
111,0,46,81,1,13.94,27.9993,1
267,0,33,233,1,31.16,8.9981,1
61,0,35,53,0,9.84,19.0012,1
82,0,28,65,0,18.86,27.9993,1
120,0,49,94,1,22.14,12.998,0
189,0,22,130,1,31.16,35.0008,1
4,0,93,4,1,9.84,16.9979,1
89,0,46,81,1,13.94,35.0008,1
39,0,47,24,1,18.86,6.0032,1
112,0,38,83,1,18.86,32.9975,1
379,0,23,321,1,29.52,19.9995,1
1,0,93,1,0,11.48,11.0014,1
86,1,43,74,0,7.38,7.0015,0
167,0,83,92,0,27.06,11.0014,0
32,0,100,28,1,19.68,0,0
99,0,50,99,0,4.1,27.9993,1
41,0,39,35,0,13.12,16.9979,0
287,0,55,177,0,31.98,12.998,0
72,0,30,58,0,10.66,16.9979,1
61,0,68,45,1,20.5,6.0032,1
14,0,65,14,0,9.84,12.998,0
2,0,93,2,0,13.12,6.0032,1
40,0,82,34,1,20.5,27.9993,1
64,0,52,53,0,12.3,11.0014,1
90,0,44,71,0,18.04,16.9979,1
1,0,69,1,0,8.2,15.0013,1
70,0,76,66,1,13.94,7.0015,1
45,0,44,39,0,9.84,6.0032,0
88,0,25,67,0,14.76,30.0026,0
84,0,86,84,0,5.74,11.0014,1
301,0,34,127,0,20.5,31.0009,0
18,0,59,10,1,21.32,7.0015,0
49,0,47,48,0,8.2,27.9993,1
284,0,45,148,0,31.16,19.0012,0
289,0,37,175,1,23.78,11.0014,0
387,0,55,237,1,32.8,12.998,0
23,0,88,15,1,22.14,15.0013,1
10,0,69,8,0,8.2,7.0015,1
69,0,65,61,1,28.7,15.0013,1
20,0,93,20,0,6.56,7.0015,0
37,0,88,31,0,17.22,16.9979,0
1,0,43,1,0,7.38,16.9979,1
11,0,65,7,0,10.66,7.0015,1
90,0,21,71,0,22.96,43.9989,1
6,0,55,6,0,6.56,8.9981,1
169,0,51,147,1,20.5,12.998,1
17,0,53,16,0,13.94,12.998,1
12,0,0,12,0,14.76,22.0028,1
63,0,93,48,0,13.12,15.0013,0
39,0,70,36,0,9.84,11.0014,0
33,0,78,22,1,27.06,11.0014,0
25,0,43,20,0,22.96,15.0013,0
62,0,69,60,0,8.2,26.0027,0
452,0,48,352,1,30.34,35.0008,1
2,0,93,1,0,4.92,12.998,0
47,0,40,47,0,8.2,15.0013,1
58,0,94,49,1,18.86,35.0008,0
35,0,87,32,0,9.02,11.0014,1
26,0,58,22,0,30.34,12.998,1
178,0,49,112,0,32.8,11.0014,1
134,0,47,125,0,8.2,19.9995,1
64,0,75,61,0,9.84,8.9981,1
6,0,94,5,1,21.32,15.0013,1
274,0,28,126,1,18.86,8.9981,0
65,0,52,48,0,11.48,16.9979,1
216,0,88,176,1,22.14,6.0032,1
44,0,82,28,1,20.5,19.0012,1
212,0,28,156,1,28.7,19.0012,1
45,0,40,43,0,8.2,15.0013,1
116,0,93,114,0,6.56,0,1
107,0,10,88,0,22.14,16.9979,1
2,0,83,2,1,22.14,19.0012,1
7,0,76,5,1,14.76,7.0015,0
24,0,0,23,0,16.4,15.0013,1
108,0,81,105,0,9.84,8.9981,1
121,0,79,112,0,28.7,6.0032,1
47,0,79,40,1,30.34,8.9981,1
268,0,55,173,0,31.16,8.9981,0
162,1,52,112,1,22.14,30.0026,0
278,0,24,227,1,28.7,31.0009,1
16,0,62,12,0,16.4,16.9979,1
386,0,23,308,1,29.52,32.9975,1
123,0,34,108,0,22.14,15.0013,1
15,0,88,11,0,25.42,11.0014,0
110,0,47,102,0,8.2,0,1
61,0,100,59,1,18.86,15.0013,1
110,0,77,70,0,18.04,19.9995,0
171,0,41,139,0,34.44,0,1
25,0,42,24,0,4.1,26.0027,0
23,0,82,15,1,18.86,0,0
220,0,74,144,1,27.06,15.0013,0
2,0,77,2,0,17.22,19.9995,0
75,0,66,64,0,14.76,8.9981,0
124,0,55,119,0,21.32,26.0027,1
136,0,49,120,1,13.94,22.0028,1
206,0,83,144,1,27.06,11.0014,0
20,0,46,19,0,5.74,27.9993,0
125,0,52,86,0,33.62,11.0014,1
133,0,80,132,0,9.02,11.0014,1
148,0,53,108,0,34.44,19.0012,1
1,0,56,1,0,10.66,11.0014,0
553,0,40,470,1,23.78,23.9994,1
108,0,27,82,0,15.58,11.0014,1
59,0,44,57,0,9.02,6.0032,1
125,0,42,95,0,21.32,16.9979,1
129,0,66,98,0,29.52,0,1
3,0,94,3,0,25.42,6.0032,0
226,0,59,192,1,18.86,19.9995,1
14,0,87,9,1,14.76,11.0014,0
77,0,36,56,0,13.12,27.9993,1
43,0,70,41,0,9.84,11.0014,1
95,0,59,95,0,6.56,0,1
69,0,41,55,0,10.66,26.0027,1
202,0,44,177,0,35.26,19.0012,1
204,0,39,137,0,27.88,19.0012,1
71,0,33,46,0,12.3,12.998,1
35,0,77,19,1,18.04,15.0013,1
13,0,67,5,1,18.86,19.0012,1
217,0,58,190,1,29.52,15.0013,1
47,0,65,36,0,12.3,6.0032,1
7,0,82,6,1,20.5,19.0012,1
140,0,74,132,0,4.92,15.0013,1
56,0,0,51,0,18.04,39.0007,1
148,0,93,138,1,13.12,16.9979,1
3,0,60,3,1,22.14,16.9979,1
6,0,94,4,1,20.5,0,1
3,1,82,3,1,15.58,6.0032,0
5,0,79,4,0,28.7,6.0032,1
45,0,59,42,0,8.2,0,1
72,0,68,53,1,22.14,11.0014,1
259,0,27,208,1,27.06,19.0012,1
51,0,76,47,0,13.12,12.998,1
77,0,30,66,0,10.66,19.0012,1
